question,answer
pagi dok... Mf mau tnya.dok... Boleh ga sih bumil pakai pasta gigi optifresh... Ada kandungan flouridenya 0.15% dok ... Terimakasih,"Salam Alodokter, Terima kasih sudah bertanya di Alodokter. Adanya riwayat kehamilan saat ini dan kekahwatiran anda untuk menggunakan pasta gigi berflouride, merupakan suatu hal yang wajar, terutama bila Anda kahwatir adanya informasi bahwa pasta gigi berflouride memicu gangguan IQ pada anak. Beberapa penelitian memang pernah memberikan kesimpulan bahwa adanya peningkatan flouride pada wanita hamil dapat berisiko meningkatkan gangguan dan penurunan IQ anak 3,66 lebih rendah pada anak laki-laki atau perempuan.  Namun, dari lembaga kesehatan dunia dan lembaga kesehatan di amerika atau Enggris, sudah memberikan bantahan adanya keterkaitan pengaruh flouride terhadap ibu hamil. Bila memang kondisi ini terbukti secara ilmiah dan diakuai oleh semua ahli kesehatan di dunia, maka setiap kemasan pasta gigi akan terdapat larangan untuk wanita hamil, karena flouride berbahaya bagi wanita hamil. Dan kenyataannya tidak ada lembaga kesehatan dunia yang memberikan warning atau peringatan penggunaan flouride untuk ibu hamil, terutama di Indonesia.  Di negara Inggris, air minum yang digunakan oleh warga daerah bagian tengah dan utara UK. Disitu, flouride ditambahkan dalam air minumnya, karena terbukti membantu menguatkan gigi dan mencegah gigi berlubang, sehingga bermanfaat bagi individu. Namun, tentunya kadar flouride yang ada sudah sesuai dengan standart baku yang berlaku di negara itu. Oleh karena itu, Anda dapat menggunakan pasta gigi  berflouride  sesuai kebutuhan Anda. Selama Anda menggunakan pasta gigi dengan wajar, maka hal ini tidak menyebabkan efek samping bagi kesehatan. Namun, bila Anda khawatir terhadap kondisi ini, maka sebaiknya Anda berkonsultasi dengan dokter gigi Anda atau dokter kandungan Anda.  Dokter  akan melakukan wawancara dan memberikan saran dan edukasi yang sesuai untuk Anda berkaitan dengan keamanan suatu produk atau bahan kimia tertentu. Dengan demikian, Anda merasa lebih tenang dan lebih rileks. Demikian info yang bisa kami sampaikan. Terima kasih"
apakah dampak uap yang dihasilkan dari vape membahayakan dok?,"Ao Anggie, Terima kasih atas pertanyaannya. Rokok elektrik (contohnya vape) dipercaya dapat membantu seseorang yang mengalami ketergantungan dengan rokok tembakau karena kandungan nikotin yang lebih sedikit dari rokor tembakau. Namun, rokok elektrik masih memiliki beberapa bahaya lain dari cairan yang digunakan dalam alat ini. Selain nikotin, cairan dalam rokok elektrik mengandung propilen glikol dan gliserol yang jika dipanaskan akan menghasilkan formaldehide yang berbahaya bagi tubuh. Kandungan ini dapat ditemukan pada uap rokok eletrik. Lebih lanjut lagi, rokok elektrik juga mengandung diacetyl yang dapat merusak paru-paru dan menyebabkan kanker. Oleh karena itu, langkah terbaik untuk menghentikan ketergantungan merokok adalah dengan tidak merokok sama sekali namun, memang diperlukan langkah bertahap. Yang terpenting adalah menetapkan niat/ kemauan yang kuat untuk berhenti merokok dulu kemudian diikuti dengan tahap-tahap untu berhenti merokok dimulai dari mengurangi jumlah rokok yang digunakan per hari kemudian lama-lama dihentikan. Semoga informasi ini membantu Anda."
"Halo Dok, Sayan mau tanya, saya beli kentang beku kemasan di . Apakah boleh saya bekukan kembali jika sudah mencair? Karena perjalan dari tempat beli ke rumah sekitar 3 jam pasti sudah cair","Hallo Ana, terima kasih telah berkonsultasi dengan kami di Alodokter.com. Makanan beku dalam kemasan memang terkesan lebih praktis karena mudah disimpan dan diawetkan saat ditempatkan di dalam  freezer . Kapan saja ingin memasak, maka makanan beku siap diolah meski sudah disimpan berhari-hari. Pada dasarnya makanan yg telah mencair, tidak disarankan untuk dibekukan kembali di  freezer  untuk menghindari keracunan makanan. Sehingga sebaiknya saat ingin mengolah makanan, maka sebaiknya makanan yg beku diambil secukupnya untuk kemudian diolah. Dan juga perlu dierhatikan suhu  freezer  di titik minus 18 derajat Celcius atau lebih baik lagi lebih rendah dari itu. Karena pada suhu tersebut, pertumbuhan bakteri pada makanan dapat terhambat. Hanya saja, saat makanan telah mencair maka bakteri akan hidup kembali dan bahkan dapat berkembang menjadi banyak. Namun, penyimpanan makanan beku memiliki batas waktu penyimpanan tergantung dari jenis makanannya seperti daging giling mentah=3-4 bulan, daging unggas mentah=12 bulan, daging unggas yg sudah dimasak=4 bulan, dan daging mentah sebelum dipanggang=4 hingga 12 bulan. Sedangkan makanan jenis lainnya bisa dicairkan terlebih dahulu baru memeriksa kualitas makanannya. Dan jika penampakannya sudah tidak bagus, maka sebaiknya dikonsumsi secepatnya seperti untuk sup dan makanan berkuah lainnya, tetapi jika dicium dan menimbulkan bau yg tidak enak maka sebaiknya disingkirkan saja. Jika kentang beku anda masih cukup beku, maka masih aman untuk dibekukan dalam  freezer , tetapi jika sudah mencair maka sebaiknya secepatnya diolah dan dikonsumsi. Beberapa tips dari kami dalam berbelanja makanan beku dari supermarket: sebaiknya konter makanan beku dikunjungi paling terakhir dan sesaat sebelum anda membayar ke kasir. sebaiknya tidak membekukan kembali makanan beku yg sudah dicairkan karena akan beresiko tercemar bakteri makanan yg berbahaya atau beracun makanan menta dan makanan yg sudah dimasak harus disimpan secara terpisah saat di lemari es agar bakteri dari makanan mentah tidak mencemari makanan yg telah dimasak selalu simpan makanan menta ke dalam wadah tertutup di bagian bawa  freezer  agar tidak ada cairan yg menetes kebawah dan mencemari makanan lainnya. Perhatikan kemasan makanan beku saat anda membelinya, karena jika sudah rusak dan telah terbuka maka sebaiknya tidak diambil. Sebaiknya pindahkan isi makanan kemasan dari kemasannya kedalam wadah tertutup khusus untuk membekukan makanan saat mati listik hindari membuka pintu kulkas agar kondisi suhu didalamnya masih tetap stabil hingga satu atau dua hari bersihkan  freezer  tiap satu hingga dua minggu sekali menggunakan cairan pembersih khusus dan air dan juga lap cairan atau makanan yg tercecer pada  freezer  dengan secepatnya agar terhindar dari kontaminasi bakteri. Demikian penjelasan dari kami, semoga bermanfaat."
 apakah efek dari tidak sengaja menelan cairan pembersih?,"7 December 2019, 14:00"
Hai dok..sy sdg hamil 10 minggu. Didlm sabun muka saya ada sprt ini :1. Sodium hydroxide2. Ethanol3. Sucrosum4. AqudemineralisataMhn penjelasannya..aman kah utk ibu hamil kandungan zat d atas?,"Hai Risdha, Produk perawatan tubuh memang perlu dipilah terutama pada saat kehamilan. Agar mendapat manfaat dan terhindar dari efek samping yang tidak diinginkan sebaiknya pengunaan produk perawatan tubuh disesuaikan dengan kondisi kulit/tubuh Anda dan menggunakan bahan yang aman terhadap kehamilan serta tersertifikasi badan pengawasan obat dan makanan (BPOM). Berikut penjelasan mengenai komponen perawatan tubuh Anda : Sodium hydroxide, aman digunakan dalam kadar yang rendah, kadar tinggi berisiko menyebabkan iritasi kulit atau selaput lendir Ethanol, aman digunakan pada kondisi kehamilan (topikal/oles) Sucrosum, tidak terdapat informasi terkait hal ini, pastikan jenis zat yang digunakan sesuai Aquademineralisata atau air demineralisasi, aman digunakan pada kondisi hamil ataupun tidak Bila Anda tidak merasa yakin atau khawatir mengenai produk yang Anda gunakan maka sebaiknya Anda berkonsultasi secara langsung dengan dokter ataupun BPOM agar mendapat informasi yang sesuai dengan kondisi dan kebutuhan Anda. Semoga bermanfaat, dr. Budiono"
Sore dok saya mau bertanya hari minggu saya tidak sengaja terminum wpc pembersih toilet. Di periksa ke rumah sakit dan di rawat 2 hari. Yang saya mau tanyakan skrg saya sudah di rumah tv saat saya minum air putih rasanya jadi berbeda begitu pun saat saya makan makanan pedas seperti sambel rasanya jd berbeda. Apa ada solusinya ?,"Halo, terima kasih telah bertanya kepada tim Alodokter. Pembersih toilet adalah bahan kimia berbahaya yang apabila tertelan dapat menyebabkan iritasi dari saluran pencernaan. Bahan kimia pada cairan pembersih tersebut dapat merusak lapisan-lapisan sel pada saluran pencernaan, termasuk lidah, kerongkongan, lambung, dan usus. Kerusakan yang terjadi tergantung dari jenis bahan kimia dan jumlah paparan bahan kimia tersebut, semakin berbahaya bahan kimianya dan semakin banyak atau lama paparan dengan bahan tersebut, kerusakan sel yang terjadi akan semakin parah, dapat menyebabkan iritasi hingga perdarahan saluran cerna. Pada lidah, bahan kimia tersebut dapat merusak sel-sel permukaan lidah atau taste bud  yang kita tahu fungsinya adalah sebagai indera pengecap atau perasa, jadi apabila sel tersebut rusak, maka rasa makanan atau minuman yang masuk ke mulut kita juga akan sedikit berbeda atau berkurang. Proses regenerasi sel-sel ini memerlukan waktu untuk bisa kembali seperti semula, bisa beberapa hari hingga minggu rata-rata 10-14 hari. Namun, lama regenerasi sel ini bervariasi setiap orang, dipengaruhi kondisi kesehatan orang tersebut. beberapa kondisi yang dapat memperberat kerusakan taste bud adalah merokok, minum minuman beralkohol, dan infeksi pada rongga mulut. Apabila keluhan tersebut dirasakan mengganggu sebaiknya konsultasikan kembali ke dokter untuk dilakukan pemeriksaan ulang sehingga dapat ditentukan penanganan yang tepat. Sebaiknya tetap makan makanan yang sehat dan bergizi, cukupi kebutuhan cairan, dan hindari rokok dan alkohol. demikian, semoga membantu."
"Doc saya gak nemu di google berkaitan bahan kapsul transparan Kan ada kapsul keras yang berwarna seperti putih, merah dan komposisi bahannya seperti ini Zat warna dari berbagai macam oksida besi. Bahan opak/pemburan seperti titanium dioksida. Bahan pendispersi. Bahan pengeras seperti sukrosa. Pengawet Pertanyaan pertama apakah kapsul transparan terkandung zat warna dan titianium dioksida? Pertanyaan kedua apakah kandungan-kandungan itu aman? setahu saya titanium dioksida dan pengawet termasuk 'sangat' tidak aman dok?","Selamat malam, terima kasih telah bertanya di Alodokter. Kami memahami kekhawatiran Anda. Begitu banyaknya peredaran obat dan bahan kimia berbahaya yang justru dapat memicu berbagai penyakit memang kerap kali meresahkan, terutama bagi konsumen yang umumnya tidak tahu apa-apa. Terhadap pertanyaan Anda, disatu sisi sebenarnya kami tidak mengetahui produk apa yang Anda maksud, karena tidak semua obat dan suplemen yang dikemas secara transparan memiliki kandungan tersebut. Namun di sisi lain, sejauh ini memang belum ada penelitian mengenai bahayanya obat yang dikemas menggunakan kapsul transparan. Sebab bila melihat dari kandungannya saja, pertanyaan berikutnya yang akan timbul adalah seberapa banyak kandungan tersebut berbahaya bagi tubuh. Karena tidak semua kandungan yang berbahaya, berbahaya pada tiap kadar. Ada yang masih bisa ditoleransi tubuh dalam kadar yang sedikit, dan masih aman bila terdapat dalam obat atau salep. Tapi bila sudah melewati batasan tertentu, maka ia jadi berbahaya. Sehingga solusi yang tepat bagi Anda adalah, dan ini juga berlaku bagi semua obat, coba perhatikan dari mana Anda dapatkan obat tersebut. Apakah dari resep dokter dan apotek terpercaya, atau secara online dari penjual yang tidak bisa dibuktikan kredibilitasnya. Kemudian cek juga apakah ada label BPOM pada obat atau suplemen tersebut. Bila ada, maka bisa dipastikan obat tesebut aman untuk digunakan sesuai dengan anjuran yang tertera. Adapun beberapa waktu terakhir BPOM menyatakan ada sebagian obat yang cukup sering digunakan dan tadinya aman kemudian jadi tidak aman, itu terjadi karena BPOM terus melakukan penelitian. Pada awal penggunaannya, obat tersebut aman, namun seiring berkembangnya pengetahuan, barulah diketahui bahwa obat tersebut tidak seaman yang diduga sebelumnya. Jadi bukan berarti BPOM turun kredibilitasnya menjadi badan yang tidak bisa dipercaya, melainkan karena BPOM terus melakukan penelitian maka hal tersebut ditemukan. Lagipula jika obat yang sudah berlabel BPOM, lembaga yang diakui negara saja bisa kemudian tidak aman, apalagi yang tidak berlabel. Maka dari itu kembali lagi mengenai pertanyaan Anda, terlepas dari apa bahan pembungkusnya, dan apa kandungan didalamnya, perhatikan lagi dari mana Anda mendapatkan obat tersebut, apakah itu termasuk obat keras atau boleh didapatkan secara bebas, dan ada tidaknya label BPOM pada kemasannya. Jika Anda mendapatkannya dari apotek atau dokter, merupakan obat yang boleh dibeli secara bebas bila memang Anda membelinya sendiri, dan tercatat di BPOM, maka semestinya obat tersebut aman. Sekian, semoga menjawab pertanyaan Anda."
"Jadi gini dok saya mau bertanya saya sudah lama memakai krim malam dok sudah sampai jangka 1 tahun dan saya baru menyadari didalam krim malam saya terdapat merkuri muka saya sering merah di bagian pipi dok dan jika saya berhenti memakainya bakal timbul berutusan jadi gimana ya dok cara berhenti dari krim itu kalo saya berhenti kulit wajah saya bakal hitam,timbul berutusan dan nggak bakal seperti kulit lama lagi dok saya mohon infonya dok gimana cara berhenti dari krim itu dan menghilangkan kan racun racunnya","Halo terima kasih atas pertanyaannya untuk Alodokter. untuk menghentikan krim malam yang mengandung merkuri, anda memang harus menghentikannya sesegera mungkin agar tidak makin membahayakan kulit anda. Jika kulit wajah anda menjadi hitam dan bruntusan, anda dapat segera berkonsultasi dengan dokter spesialis kulit terdekat. Bahya merkuri antara lain dapat merusak lapisan-lapisan kulit dan penggunaan dalam jangka waktu yang sangat lama dapat menyebabkan terbentuknya sel-sel kanker pada kulit. Jadi sebisa mungkin untuk segera menghentikan krim tersebut. Hal yang dapat anda lakukan: 1. Berhenti menggunakan krim wajah yang mengandung merkuri 2. Mencuci muka secara teratur dengan sabun muka tanpa scrub 3. Segera konsultasi langsung ke dokter spesialis kulit demikian semoga bermanfaat"
"Halo dok, apakah boleh balita bisa dibiarkan mencicipi ujung rokok meskipun itu tidak dibakar dan apa kandungan yang terdapat pada ujung rokok tersebut, apakah itu berbahaya, mohon penjelasannya ya dok, terima kasih.","Halo, terimakasih atas pertanyaannya untuk Alodokter Balita  TIDAK BOLEH  mencicipi rokok, baik ujung depan, ujung belakang, filter, ataupun kertas pembungkusnya, baik dibakar ataupun tidak dibakar. Alasan utamanya adalah mencicipkan rokok pada balita  tidak ada manfaatnya sama sekali  untuk balita, alasan lainnya adalah karena pada ujung rokok sekalipun terdapat bahan-bahan kimia yang bisa bersifat toksik/beracun untuk balita. Hingga saat ini memang tidak ada penelitian yang menunjukkan bahwa ujung rokok menyebabkan bahaya tertentu untuk bayi ataupun balita karena memang tidak etis juga untuk dilakukan, namun penelitian yang dilakukan pada binatang air (ujung rokok, baik yang dibakar ataupun tidak dibakar direndam dalam air tempat binatang air tersebut hidup) dan dalam beberapa hari, setengah dari binatang tersebut mati karena racun dalam ujung rokok yang menyusup keluar ke air tersebut. Ujung rokok yang dibakar memang lebih berbahaya, namun ujung rokok yang tidak dibakar juga tetap menyebabkan keracunan dan kematian pada sebagian binatang air tersebut. Filter rokok, kertas pembungkus rokok, serta lem yang digunakan sebagai perekat semuanya  tidak  dibuat dari bahan yang  food-grade  atau bisa dimakan atau digunakan untuk pembungkus makanan. Memberikan bahan-bahan semacam ini untuk bayi dan balita (terutama bila diberikan secara terus-merus) bisa menyebabkan akumulasi zat-zat toksik di dalam tubuh bayi dan balita. Sebaiknya jangan pernah melakukan hal ini pada balita anda. Sekian informasi dari saya, semoga cukup menjawab"
"selamat pagi dok.saya pria usia 27 tahun,perokok dari usia 18tahunan.sehari,kurang lebih saya mengkonsumsi rokok sebanyak 1,5 bungkus. 2 minggu ini saya mencoba vape sebagai alternatif untuk mengurangi rokok. mengingat jumlah nikotin yang dikonsumsi melalui vape jauh lebih sedikit dan yang di hisap adalah uap bukan asap. apakah vape lebih aman dari rokok biasa dok.????adakah cara lain untuk memasukkan nikotin ke tubuh dok,..?? mengingat saya adalah pecandu rokok dengan nikotin tinggi.","Alo Rengga, Terimakasih atas pertanyaannya. Salah satu yang dikhawatirkan dari  perokok  ialah kandungan  nikotin  di dalamnya yang berpotensi mengganggu kesehatan. Bukan itu saja, kandungan substansi lain dalam rokok, seperti tar, karbon monoksida, arsen, amoniak, aseton, toluene, metilamin, cadmium, radon, metana, hidrogen sianida, metanol, dan sebagainya juga bisa memicu beragam penyakit. Adapun beberapa penyakit yang bisa mengintai Anda jika merokok berlebihan di antaranya kanker (termasuk kanker paru, kanker darah), gangguan jantung dan pembuluh darah, diabetes, impotensi, infertilitas, gangguan janin dan kehamilan, mudah mengalami infeksi, gangguan gigi dan gusi, dan sebagainya. Gangguan kesehatan ini tidak Anda mengintai Anda sebagai orang yang merokok, namun juga keluarga Anda dan orang-orang di sekitar Andayang juga terpajan asap rokoknya. Dengan  merokok elektrik (vape)  bukan lantas berarti Anda terbebas dari potensi bahaya-bahaya tersebut. Banyak juga penelitan yang menyebut bahwa merokok elektrik sama mematikannya dengan merokok biasa. Tidak disarankan juga memasukkan nikotin dalam bentuk apapun ke dalam tubuh, demi kesehatan diri Anda sendiri. Sebaiknya Anda luruskan kembali niatan Anda  berhenti merokok . Niatkan upaya tersebut demi kebaikan diri Anda sendiri juga orang-orang yang Anda sayangi. Agar bisa lebih mudah berhenti merokok, baik rokok biasa ataupun rokok elektrik, berikut saran kami: Banyak cari tahu keburukan merokok, dan keuntungan jika Anda menghentikan kebiasaan tersebut Jauhi hal-hal yang mendekatkan Anda dengan kebiasaan merokok, seperti dengan berkumpul dengan perokok lainnya Kelola stres dan kecemasan Anda dengan bijak, misalnya dengan beribadah lebih tekun, banyak berlibur, mengasah hobi, yoga, pijat, akupunktur, mendengarkan musik atau irama yang menyenangkan, dan berkumpul dengan orang yang disayang Sibukkan diri Anda dengan aktifitas yang baik, termasuk berolahraga, bekerja, belajar, membersihkan rumah, bersosialisasi dengan lingkungan, makan makanan sehat Kunyah permen karet bebas gula Apabila sulit melakukan langkah di atas, jangan segan berkonsultasi langsung dengan dokter atau  psikiater  supaya diberi penanganan yang tepat ya.. Semoga membantu."
